kode_univ,nama_univ,kode_prodi,program_studi,jenjang,daya_tampung_2025,peminat_2024,jenis_portofolio
1385,"UPN ""VETERAN"" JAWA TIMUR",13851021,HUKUM,Sarjana,152,1225,Tidak Ada
1385,"UPN ""VETERAN"" JAWA TIMUR",13851022,PARIWISATA,Sarjana,54,501,Tidak Ada
1385,"UPN ""VETERAN"" JAWA TIMUR",13851023,KEWIRAUSAHAAN,Sarjana,46,410,Tidak Ada
1385,"UPN ""VETERAN"" JAWA TIMUR",13851024,FISIKA,Sarjana,32,96,Tidak Ada
1385,"UPN ""VETERAN"" JAWA TIMUR",13851025,DESAIN INTERIOR,Sarjana,36,101,"Seni Rupa, Desain, dan Kriya"
1385,"UPN ""VETERAN"" JAWA TIMUR",13851026,LINGUISTIK INDONESIA,Sarjana,24,94,Tidak Ada
1385,"UPN ""VETERAN"" JAWA TIMUR",13851027,BISNIS DIGITAL,Sarjana,26,464,Tidak Ada
1385,"UPN ""VETERAN"" JAWA TIMUR",13851029,KEDOKTERAN,Sarjana,20,692,Tidak Ada
1385,"UPN ""VETERAN"" JAWA TIMUR",13852028,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,24,730,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111001,AGRIBISNIS,Sarjana,75,337,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111002,TEKNIK SIPIL,Sarjana,80,431,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111003,TEKNIK ELEKTRO,Sarjana,60,137,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111004,ARSITEKTUR,Sarjana,50,186,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111005,TEKNIK INFORMATIKA,Sarjana,75,897,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111006,TEKNIK INDUSTRI,Sarjana,45,269,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111007,TEKNIK LINGKUNGAN,Sarjana,45,167,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111008,PEND. MATEMATIKA,Sarjana,44,174,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111009,PEND. BIOLOGI,Sarjana,44,129,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111010,PEND. FISIKA,Sarjana,43,48,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111011,PEND. KIMIA,Sarjana,38,66,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111012,MATEMATIKA,Sarjana,36,43,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111013,FISIKA,Sarjana,28,22,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111014,KIMIA,Sarjana,48,43,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111015,BIOLOGI,Sarjana,32,66,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111016,KEDOKTERAN,Sarjana,55,772,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111017,FARMASI,Sarjana,96,1077,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111018,SISTEM KOMPUTER,Sarjana,48,331,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111019,AGROTEKNOLOGI,Sarjana,150,288,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111020,KEHUTANAN,Sarjana,208,399,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111021,KEPERAWATAN,Sarjana,73,746,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111022,GEOFISIKA,Sarjana,28,38,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111023,ILMU KELAUTAN,Sarjana,36,38,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111024,PERENCANAAN WILAYAH DAN KOTA,Sarjana,30,157,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111025,ILMU DAN TEKNOLOGI PANGAN,Sarjana,50,166,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111026,TEKNIK PERTAMBANGAN,Sarjana,40,330,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111027,PETERNAKAN,Sarjana,30,57,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111028,STATISTIK,Sarjana,36,96,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111029,TEKNIK KELAUTAN,Sarjana,27,42,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111030,TEKNIK KIMIA,Sarjana,30,43,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111031,TEKNIK MESIN,Sarjana,28,112,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111032,ILMU TANAH,Sarjana,60,98,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111033,SISTEM INFORMASI,Sarjana,36,467,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111034,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,30,60,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111035,ILMU HUKUM,Sarjana,268,1066,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111036,EKONOMI PEMBANGUAN,Sarjana,145,367,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111037,MANAJEMEN,Sarjana,145,1637,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111038,AKUNTANSI,Sarjana,142,959,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111039,ADMINISTRASI PUBLIK,Sarjana,58,682,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111040,PEMBANGUNAN SOSIAL,Sarjana,56,96,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111041,PEND. BAHASA INGGRIS,Sarjana,54,361,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111042,PENDIDIKAN BAHASA INDONESIA,Sarjana,54,369,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111043,PEND. EKONOMI,Sarjana,48,113,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111044,PEND. SOSIOLOGI,Sarjana,36,117,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111045,PEND. GURU PEND. ANAK USIA DINI (PGPAUD),Sarjana,27,114,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111046,PENDIDIKAN JASMANI,Sarjana,54,67,Olahraga
1511,UNIVERSITAS TANJUNGPURA,15111047,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,54,29,Sendratasik
1511,UNIVERSITAS TANJUNGPURA,15111048,ILMU POLITIK,Sarjana,56,142,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111049,SOSIOLOGI,Sarjana,56,114,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111050,PEND. BAHASA MANDARIN,Sarjana,36,66,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111051,MANAJEMEN  (KELAS INTERNASIONAL),Sarjana,25,119,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111052,PEND. GURU SEKOLAH DASAR (PGSD),Sarjana,72,1138,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111053,BIMBINGAN DAN KONSELING,Sarjana,36,154,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111054,AKUNTANSI (KELAS INTERNASIONAL),Sarjana,25,63,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111055,ILMU KOMUNIKASI,Sarjana,41,562,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111056,ILMU PEMERINTAHAN,Sarjana,56,450,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111057,EKONOMI ISLAM,Sarjana,40,102,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111058,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,18,79,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111059,PENDIDIKAN SEJARAH,Sarjana,36,94,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111060,PENDIDIKAN GEOGRAFI,Sarjana,18,47,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111061,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,32,26,Olahraga
1511,UNIVERSITAS TANJUNGPURA,15111062,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,18,73,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111063,ILMU HUBUNGAN INTERNASIONAL,Sarjana,56,361,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15111064,ANTROPOLOGI SOSIAL,Sarjana,41,94,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15113065,BUDIDAYA TANAMAN PERKEBUNAN,Diploma Tiga,20,316,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15113066,KEARSIPAN,Diploma Tiga,41,357,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15113067,PERPUSTAKAAN,Diploma Tiga,18,246,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15113068,KESEKRETARIATAN,Diploma Tiga,41,364,Tidak Ada
1511,UNIVERSITAS TANJUNGPURA,15113069,ADMINISTRASI PERKANTORAN,Diploma Tiga,41,1340,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211001,ILMU SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),Sarjana,60,97,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211002,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,20,25,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211003,BUDIDAYA PERAIRAN,Sarjana,12,14,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211004,TEKNIK SIPIL,Sarjana,64,168,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211005,ARSITEKTUR,Sarjana,32,46,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211006,TEKNIK INFORMATIKA,Sarjana,40,454,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211007,PEND. MATEMATIKA,Sarjana,24,26,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211008,PEND. FISIKA,Sarjana,12,4,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211009,PEND. KIMIA,Sarjana,10,15,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211010,PEND. BIOLOGI,Sarjana,24,28,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211011,PEND. TEKNIK MESIN,Sarjana,24,27,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211012,TEKNIK PERTAMBANGAN,Sarjana,40,352,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211013,AGROTEKNOLOGI,Sarjana,60,85,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211014,KEHUTANAN,Sarjana,60,127,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211015,TEKNOLOGI HASIL PERIKANAN,Sarjana,10,8,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211016,PETERNAKAN,Sarjana,20,29,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211017,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,10,7,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211018,KEDOKTERAN,Sarjana,46,615,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211019,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,20,50,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211020,FISIKA,Sarjana,10,6,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211021,KIMIA,Sarjana,18,19,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211022,BIOLOGI,Sarjana,24,23,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211023,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,24,44,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211024,PEND. EKONOMI,Sarjana,24,34,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211025,PEND. BAHASA INGGRIS,Sarjana,48,88,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211026,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,32,80,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211027,PEND. GURU SEKOLAH DASAR (PGSD),Sarjana,68,300,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211028,"PEND. JASMANI, KESEHATAN DAN REKREASI",Sarjana,28,34,Olahraga
1521,UNIVERSITAS PALANGKARAYA,15211029,PEND. GURU PEND ANAK USIA DINI (PG PAUD),Sarjana,24,39,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211030,PEND. LUAR SEKOLAH,Sarjana,6,3,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211031,BIMBINGAN DAN KONSELING,Sarjana,20,46,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211032,EKONOMI PEMBANGUNAN,Sarjana,60,47,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211033,MANAJEMEN,Sarjana,120,483,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211034,AKUNTANSI,Sarjana,100,309,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211035,SOSIOLOGI,Sarjana,60,53,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211036,ILMU ADMINISTRASI NEGARA,Sarjana,60,295,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211037,ILMU HUKUM,Sarjana,140,297,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211038,TEKNOLOGI PENDIDIKAN,Sarjana,20,26,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211039,MANAJEMEN PENDIDIKAN,Sarjana,20,21,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211040,ILMU PEMERINTAHAN,Sarjana,60,208,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211041,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,Sarjana,16,17,Sendratasik
1521,UNIVERSITAS PALANGKARAYA,15211042,MATEMATIKA,Sarjana,12,18,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15211044,FARMASI,Sarjana,24,312,Tidak Ada
1521,UNIVERSITAS PALANGKARAYA,15212043,TEKNOLOGI LABORATORIUM MEDIS,Sarjana Terapan,20,412,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311001,PENDIDIKAN MATEMATIKA,Sarjana,40,109,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311002,PENDIDIKAN BIOLOGI,Sarjana,32,60,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311003,PENDIDIKAN KIMIA,Sarjana,45,15,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311004,AGROEKOTEKNOLOGI,Sarjana,60,69,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311005,AGRIBISNIS,Sarjana,50,155,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311006,PETERNAKAN,Sarjana,40,56,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311007,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,34,87,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311008,TEKNOLOGI HASIL PERIKANAN,Sarjana,29,19,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311009,AKUAKULTUR,Sarjana,29,14,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311010,PERIKANAN TANGKAP,Sarjana,29,9,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311011,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,29,35,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311012,SOSIAL EKONOMI PERIKANAN,Sarjana,29,5,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311013,ILMU KELAUTAN,Sarjana,29,56,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311014,TEKNIK SIPIL,Sarjana,80,543,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311015,ARSITEKTUR,Sarjana,32,188,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311016,TEKNIK PERTAMBANGAN,Sarjana,36,606,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311017,TEKNIK KIMIA,Sarjana,32,87,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311018,TEKNIK LINGKUNGAN,Sarjana,32,325,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311019,TEKNIK MESIN,Sarjana,36,181,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311020,KEDOKTERAN,Sarjana,75,1361,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311021,KESEHATAN MASYARAKAT,Sarjana,63,726,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311022,MATEMATIKA,Sarjana,30,59,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311023,KIMIA,Sarjana,30,30,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311024,BIOLOGI,Sarjana,30,58,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311025,FISIKA,Sarjana,30,18,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311026,FARMASI,Sarjana,40,846,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311027,ILMU KOMPUTER,Sarjana,35,594,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311028,KEHUTANAN,Sarjana,163,235,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311029,PENDIDIKAN FISIKA,Sarjana,30,13,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311030,KEPERAWATAN,Sarjana,60,581,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311032,ILMU TANAH,Sarjana,38,33,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311033,PROTEKSI TANAMAN,Sarjana,38,18,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311034,AGRONOMI,Sarjana,37,55,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311035,KEDOKTERAN GIGI,Sarjana,50,642,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311036,PENDIDIKAN KOMPUTER,Sarjana,45,118,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311037,PENDIDIKAN IPA,Sarjana,55,53,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311038,TEKNOLOGI INFORMASI,Sarjana,30,707,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311039,STATISTIKA,Sarjana,30,131,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311040,GEOGRAFI,Sarjana,75,65,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311041,PENDIDIKAN SEJARAH,Sarjana,26,43,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311042,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,45,84,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311043,PENDIDIKAN EKONOMI,Sarjana,24,60,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311044,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,30,117,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311045,PENDIDIKAN BAHASA INGGRIS,Sarjana,32,240,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311046,HUKUM,Sarjana,240,994,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311047,EKONOMI PEMBANGUNAN,Sarjana,80,213,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311048,MANAJEMEN,Sarjana,125,1316,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311049,AKUNTANSI,Sarjana,105,782,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311050,ADMINISTRASI PUBLIK,Sarjana,75,624,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311051,ADMINISTRASI BISNIS,Sarjana,75,806,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311052,ILMU PEMERINTAHAN,Sarjana,75,328,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311053,ILMU KOMUNIKASI,Sarjana,75,665,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311054,PENDIDIKAN GEOGRAFI,Sarjana,24,43,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311055,PENDIDIKAN SOSIOLOGI,Sarjana,40,49,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311056,BIMBINGAN DAN KONSELING,Sarjana,40,128,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311057,PENDIDIKAN KHUSUS,Sarjana,32,53,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311058,PENDIDIKAN JASMANI,Sarjana,70,95,Olahraga
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311059,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,138,583,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311060,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,Sarjana,72,92,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311061,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,40,32,Sendratasik
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311062,TEKNOLOGI  PENDIDIKAN,Sarjana,24,53,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311063,PENDIDIKAN IPS,Sarjana,35,35,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311064,PSIKOLOGI,Sarjana,60,754,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311065,SOSIOLOGI,Sarjana,75,71,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311068,REKAYASA GEOLOGI,Sarjana,14,68,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311069,REKAYASA ELEKTRO,Sarjana,14,47,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15311070,ANTROPOLOGI,Sarjana,20,,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15313066,PERPAJAKAN,Diploma Tiga,60,1047,Tidak Ada
1531,UNIVERSITAS LAMBUNG MANGKURAT,15313067,AKUNTANSI,Diploma Tiga,78,1144,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411001,AGROEKOTEKNOLOGI,Sarjana,63,119,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411002,AGRIBISNIS,Sarjana,45,152,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411003,TEKNOLOGI HASIL PERTANIAN,Sarjana,45,75,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411004,KEHUTANAN,Sarjana,176,368,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411005,PENDIDIKAN BIOLOGI,Sarjana,32,74,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411006,PENDIDIKAN KIMIA,Sarjana,16,19,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411007,PENDIDIKAN FISIKA,Sarjana,32,15,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411008,PENDIDIKAN MATEMATIKA,Sarjana,32,69,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411009,AKUAKULTUR,Sarjana,24,23,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411010,SOSIAL EKONOMI PERIKANAN,Sarjana,24,23,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411011,PENGELOLAAN SUMBERDAYA PERIKANAN,Sarjana,24,36,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411012,STATISTIKA,Sarjana,41,93,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411013,BIOLOGI,Sarjana,40,47,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411014,KIMIA,Sarjana,35,49,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411015,FISIKA,Sarjana,20,14,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411017,TEKNIK SIPIL,Sarjana,28,551,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411018,TEKNIK INDUSTRI,Sarjana,28,349,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411019,TEKNIK LINGKUNGAN,Sarjana,28,324,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411020,TEKNIK PERTAMBANGAN,Sarjana,28,716,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411021,PENDIDIKAN DOKTER,Sarjana,61,972,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411022,KESEHATAN MASYARAKAT,Sarjana,50,765,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411023,FARMASI,Sarjana,80,743,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411024,PETERNAKAN,Sarjana,51,69,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411025,TEKNIK KIMIA,Sarjana,28,70,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411026,INFORMATIKA,Sarjana,55,829,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411027,ARSITEKTUR,Sarjana,28,140,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411028,TEKNIK GEOLOGI,Sarjana,28,283,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411030,TEKNIK ELEKTRO,Sarjana,28,144,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411031,TEKNOLOGI HASIL PERIKANAN,Sarjana,24,36,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411032,KEDOKTERAN GIGI,Sarjana,30,491,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411033,MATEMATIKA,Sarjana,28,21,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411034,ILMU KELAUTAN,Sarjana,24,57,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411035,GEOFISIKA,Sarjana,20,33,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411036,PENDIDIKAN KOMPUTER,Sarjana,32,185,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411038,SISTEM INFORMASI,Sarjana,55,537,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411039,MANAJEMEN,Sarjana,138,1474,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411040,EKONOMI PEMBANGUNAN,Sarjana,90,301,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411041,AKUNTANSI,Sarjana,138,737,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411042,ADMINISTRASI PUBLIK,Sarjana,32,512,Tidak Ada
1541,UNIVERSITAS MULAWARMAN,15411043,ILMU PEMERINTAHAN,Sarjana,32,400,Tidak Ada
