kode_univ,nama_univ,kode_prodi,program_studi,jenjang,daya_tampung_2025,peminat_2024,jenis_portofolio
1111,UNIVERSITAS SYIAH KUALA,11111001,PENDIDIKAN DOKTER HEWAN,Sarjana,84,411,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111002,TEKNIK SIPIL,Sarjana,98,606,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111003,TEKNIK MESIN,Sarjana,42,220,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111004,TEKNIK KIMIA,Sarjana,63,160,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111005,ARSITEKTUR,Sarjana,56,294,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111006,TEKNIK ELEKTRO,Sarjana,56,221,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111007,AGROTEKNOLOGI,Sarjana,42,183,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111008,AGRIBISNIS,Sarjana,56,299,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111009,PETERNAKAN,Sarjana,46,117,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111010,TEKNOLOGI HASIL PERTANIAN,Sarjana,56,109,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111011,TEKNIK PERTANIAN,Sarjana,56,171,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111012,PENDIDIKAN BIOLOGI,Sarjana,42,194,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111013,PENDIDIKAN MATEMATIKA,Sarjana,42,173,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111014,PENDIDIKAN FISIKA,Sarjana,42,59,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111015,PENDIDIKAN KIMIA,Sarjana,42,55,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111016,PENDIDIKAN DOKTER,Sarjana,88,1859,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111017,ILMU KEPERAWATAN,Sarjana,126,1313,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111018,PENDIDIKAN DOKTER GIGI,Sarjana,35,858,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111019,MATEMATIKA,Sarjana,28,50,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111020,FISIKA,Sarjana,28,14,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111021,KIMIA,Sarjana,28,58,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111022,BIOLOGI,Sarjana,42,120,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111023,ILMU KELAUTAN,Sarjana,56,132,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111024,BUDIDAYA PERAIRAN,Sarjana,56,71,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111025,TEKNIK INDUSTRI,Sarjana,42,445,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111026,INFORMATIKA,Sarjana,42,1219,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111027,FARMASI,Sarjana,28,1576,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111028,TEKNIK GEOFISIKA,Sarjana,28,85,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111029,TEKNIK PERTAMBANGAN,Sarjana,42,864,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111030,STATISTIKA,Sarjana,42,218,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,42,66,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111032,ILMU TANAH,Sarjana,42,85,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111033,TEKNIK GEOLOGI,Sarjana,28,219,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),Sarjana,14,20,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111035,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),Sarjana,14,22,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111036,KEHUTANAN (PSDKU GAYO LUES),Sarjana,21,15,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111037,PROTEKSI TANAMAN,Sarjana,28,30,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111038,PERENCANAAN WILAYAH DAN KOTA,Sarjana,42,291,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111039,KEHUTANAN,Sarjana,42,146,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111040,TEKNIK KOMPUTER,Sarjana,56,822,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111041,EKONOMI PEMBANGUNAN,Sarjana,56,360,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111042,MANAJEMEN,Sarjana,70,1345,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111043,AKUNTANSI,Sarjana,70,784,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111044,ILMU HUKUM,Sarjana,196,1476,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111045,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,49,279,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111046,PENDIDIKAN SEJARAH,Sarjana,42,237,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111047,PENDIDIKAN EKONOMI,Sarjana,56,144,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111048,PENDIDIKAN GEOGRAFI,Sarjana,56,104,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111049,PENDIDIKAN BAHASA INDONESIA,Sarjana,56,385,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111050,PENDIDIKAN BAHASA INGGRIS,Sarjana,56,358,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111051,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,Sarjana,42,65,Sendratasik
1111,UNIVERSITAS SYIAH KUALA,11111052,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,56,359,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111053,PEND. JASMANI KESEHATAN DAN REKREASI,Sarjana,70,188,Olahraga
1111,UNIVERSITAS SYIAH KUALA,11111054,BIMBINGAN KONSELING,Sarjana,53,712,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111055,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,81,950,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111056,PSIKOLOGI,Sarjana,28,665,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111057,ILMU POLITIK,Sarjana,56,179,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111058,SOSIOLOGI,Sarjana,42,143,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111059,ILMU KOMUNIKASI,Sarjana,63,712,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111060,PENDIDIKAN GURU PAUD,Sarjana,49,311,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111061,ILMU PEMERINTAHAN,Sarjana,63,365,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111062,EKONOMI ISLAM,Sarjana,56,321,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111063,MANAJEMEN (PSDKU GAYO LUES),Sarjana,28,30,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11111078,TEKNOLOGI INDUSTRI HASIL PERIKANAN,Sarjana,18,,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11112065,AKUNTANSI PERPAJAKAN,Sarjana Terapan,28,1645,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113064,KESEHATAN HEWAN,Diploma Tiga,11,383,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113066,MANAJEMEN AGRIBISNIS,Diploma Tiga,35,598,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113067,TEKNIK LISTRIK,Diploma Tiga,14,189,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113068,BUDIDAYA PETERNAKAN,Diploma Tiga,21,282,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113069,TEKNIK MESIN,Diploma Tiga,14,264,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113071,TEKNIK SIPIL,Diploma Tiga,28,710,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113072,SEKRETARI,Diploma Tiga,14,320,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113073,MANAJEMEN PERUSAHAAN,Diploma Tiga,14,814,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113075,AKUNTANSI,Diploma Tiga,28,913,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113076,KEUANGAN DAN PERBANKAN,Diploma Tiga,28,1106,Tidak Ada
1111,UNIVERSITAS SYIAH KUALA,11113077,MANAJEMEN INFORMATIKA,Diploma Tiga,28,1297,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121001,TEKNIK SIPIL,Sarjana,132,194,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121002,TEKNIK MESIN,Sarjana,120,155,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121003,TEKNIK KIMIA,Sarjana,100,110,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121004,TEKNIK ELEKTRO,Sarjana,80,148,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121005,TEKNIK INDUSTRI,Sarjana,100,274,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121006,TEKNIK INFORMATIKA,Sarjana,118,506,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121007,TEKNIK ARSITEKTUR,Sarjana,60,64,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121008,AGROEKOTEKNOLOGI,Sarjana,120,171,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121009,AGRIBISNIS,Sarjana,100,142,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121010,AKUAKULTUR,Sarjana,40,15,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121011,KEDOKTERAN,Sarjana,60,1296,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121012,PENDIDIKAN FISIKA,Sarjana,48,22,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121013,PENDIDIKAN KIMIA,Sarjana,48,25,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121014,PENDIDIKAN MATEMATIKA,Sarjana,48,45,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121015,PENDIDIKAN VOKASIONAL TEKNIK MESIN,Sarjana,24,18,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121016,SISTEM INFORMASI,Sarjana,80,224,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121017,ILMU KELAUTAN,Sarjana,40,33,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121018,TEKNIK MATERIAL,Sarjana,40,26,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121019,TEKNIK LOGISTIK,Sarjana,40,31,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121020,MANAJEMEN,Sarjana,160,459,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121021,AKUNTANSI,Sarjana,124,236,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121022,ILMU EKONOMI & STUDI PEMBANGUNAN,Sarjana,112,72,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121023,ADMINISTRASI PUBLIK,Sarjana,140,183,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121024,SOSIOLOGI,Sarjana,82,67,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121025,ILMU POLITIK,Sarjana,80,43,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121026,ANTROPOLOGI,Sarjana,40,30,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121027,ILMU KOMUNIKASI,Sarjana,140,309,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121028,HUKUM,Sarjana,220,322,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121029,EKONOMI SYARIAH,Sarjana,82,130,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121030,PSIKOLOGI,Sarjana,78,329,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121031,PENDIDIKAN BAHASA INDONESIA,Sarjana,72,193,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121032,ADMINISTRASI BISNIS,Sarjana,60,184,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11121033,KEWIRUSAHAAN,Sarjana,48,51,Tidak Ada
1112,UNIVERSITAS MALIKUSSALEH,11123034,KEPERAWATAN,Diploma Tiga,40,727,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131001,TEKNIK SIPIL,Sarjana,75,77,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131002,TEKNIK MESIN,Sarjana,80,69,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131003,TEKNIK INDUSTRI,Sarjana,60,101,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131004,AGRIBISNIS,Sarjana,60,55,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131005,AGROTEKNOLOGI,Sarjana,50,28,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131006,PERIKANAN,Sarjana,30,27,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131007,KESEHATAN MASYARAKAT,Sarjana,80,295,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131008,AKUAKULTUR,Sarjana,20,8,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131009,SUMBER DAYA AKUATIK,Sarjana,20,3,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131010,TEKNOLOGI HASIL PERTANIAN,Sarjana,60,29,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131011,ILMU KELAUTAN,Sarjana,20,21,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131012,TEKNOLOGI INFORMASI,Sarjana,60,179,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131013,GIZI,Sarjana,80,312,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131014,EKONOMI PEMBANGUNAN,Sarjana,35,29,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131015,ILMU ADMINISTRASI NEGARA,Sarjana,90,154,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131016,SOSIOLOGI,Sarjana,60,75,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131017,ILMU KOMUNIKASI,Sarjana,90,117,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131018,MANAJEMEN,Sarjana,90,205,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131019,AKUNTANSI,Sarjana,90,96,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131020,ILMU HUKUM,Sarjana,90,116,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131021,PETERNAKAN,Sarjana,30,22,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131022,BISNIS DIGITAL,Sarjana,40,80,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131023,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,40,100,Tidak Ada
1113,UNIVERSITAS TEUKU UMAR,11131024,BAHASA DAN KEBUDAYAAN INGGRIS,Sarjana,30,,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141001,AGROTEKNOLOGI,Sarjana,48,68,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141002,AGRIBISNIS,Sarjana,60,109,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141003,AKUAKULTUR,Sarjana,24,17,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141004,PENDIDIKAN MATEMATIKA,Sarjana,12,29,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141005,PENDIDIKAN FISIKA,Sarjana,12,16,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141006,PENDIDIKAN KIMIA,Sarjana,12,12,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141007,PENDIDIKAN BIOLOGI,Sarjana,36,62,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141008,TEKNIK MESIN,Sarjana,44,47,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141009,TEKNIK SIPIL,Sarjana,60,77,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141010,TEKNIK INDUSTRI,Sarjana,48,75,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141011,INFORMATIKA,Sarjana,72,224,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141012,MATEMATIKA,Sarjana,12,13,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141013,FISIKA,Sarjana,12,5,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141014,KIMIA,Sarjana,12,15,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141015,BIOLOGI,Sarjana,12,19,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141016,HUKUM,Sarjana,96,169,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141017,EKONOMI MANAJEMEN,Sarjana,96,250,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141018,EKONOMI PEMBANGUNAN,Sarjana,32,52,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141019,PENDIDIKAN SEJARAH,Sarjana,32,67,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141020,PENDIDIKAN GEOGRAFI,Sarjana,48,57,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141021,PENDIDIKAN JASMANI,Sarjana,48,57,Olahraga
1114,UNIVERSITAS SAMUDRA,11141022,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,124,480,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141023,PENDIDIKAN BAHASA INGGRIS,Sarjana,32,59,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141024,PENDIDIKAN BAHASA INDONESIA,Sarjana,48,111,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141025,AKUNTANSI,Sarjana,48,101,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141026,GEOFISIKA,Sarjana,12,7,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141027,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,12,,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141028,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,12,,Tidak Ada
1114,UNIVERSITAS SAMUDRA,11141029,PENDIDIKAN VOKASIONAL SENI KULINER,Sarjana,12,,Tidak Ada
1115,ISBI ACEH,11151001,SENI KARAWITAN,Sarjana,24,4,Seni Karawitan
1115,ISBI ACEH,11151002,SENI TARI,Sarjana,24,8,Tari
1115,ISBI ACEH,11151003,SENI TEATER,Sarjana,16,,Teater
1115,ISBI ACEH,11151004,SENI RUPA MURNI,Sarjana,24,3,"Seni Rupa, Desain, dan Kriya"
1115,ISBI ACEH,11151005,KRIYA SENI,Sarjana,24,4,"Seni Rupa, Desain, dan Kriya"
1115,ISBI ACEH,11151006,DESAIN KOMUNIKASI VISUAL,Sarjana,32,12,"Seni Rupa, Desain, dan Kriya"
1115,ISBI ACEH,11151007,KAJIAN SASTRA BUDAYA,Sarjana,16,3,Tidak Ada
1115,ISBI ACEH,11151008,BAHASA ACEH,Sarjana,16,7,Tidak Ada
1115,ISBI ACEH,11151009,DESAIN INTERIOR,Sarjana,32,11,"Seni Rupa, Desain, dan Kriya"
1121,UNIVERSITAS SUMATERA UTARA,11211001,PENDIDIKAN DOKTER,Sarjana,80,2041,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211002,TEKNIK SIPIL,Sarjana,48,971,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211003,TEKNIK MESIN,Sarjana,48,706,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211004,TEKNIK ELEKTRO,Sarjana,40,623,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211005,TEKNIK INDUSTRI,Sarjana,52,1287,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211006,TEKNIK KIMIA,Sarjana,39,488,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211007,PENDIDIKAN DOKTER GIGI,Sarjana,48,1159,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211008,MATEMATIKA,Sarjana,32,270,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211009,KIMIA,Sarjana,32,193,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211010,FARMASI,Sarjana,64,1912,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211011,FISIKA,Sarjana,32,97,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211012,ILMU KESEHATAN MASYARAKAT,Sarjana,128,1853,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211013,AGROEKOTEKNOLOGI,Sarjana,96,862,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211014,KETEKNIKAN PERTANIAN,Sarjana,32,489,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211015,BIOLOGI,Sarjana,32,234,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211016,AGRIBISNIS,Sarjana,64,970,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211017,ILMU DAN TEKNOLOGI PANGAN,Sarjana,32,619,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211018,PETERNAKAN,Sarjana,58,318,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211019,ARSITEKTUR,Sarjana,32,495,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211020,ILMU KEPERAWATAN,Sarjana,77,1190,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211021,KEHUTANAN,Sarjana,64,745,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211022,ILMU KOMPUTER,Sarjana,48,1696,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211023,TEKNOLOGI INFORMASI,Sarjana,48,1534,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211024,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,32,271,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211025,TEKNIK LINGKUNGAN,Sarjana,22,433,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211026,GIZI,Sarjana,32,600,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211027,ILMU HUKUM,Sarjana,192,3134,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211028,ILMU SEJARAH,Sarjana,39,152,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211029,ANTROPOLOGI SOSIAL,Sarjana,39,297,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211030,AKUNTANSI,Sarjana,80,1956,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211031,SOSIOLOGI,Sarjana,39,319,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211032,ILMU KESEJAHTERAAN SOSIAL,Sarjana,39,452,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211033,ILMU ADMINISTRASI NEGARA,Sarjana,38,946,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211034,ILMU KOMUNIKASI,Sarjana,38,1608,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211035,MANAJEMEN,Sarjana,80,2335,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211036,EKONOMI PEMBANGUNAN,Sarjana,56,775,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211037,ILMU POLITIK,Sarjana,39,506,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211038,SASTRA INDONESIA,Sarjana,48,258,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211039,SASTRA DAERAH UNTUK SASTRA MELAYU,Sarjana,26,14,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211040,SASTRA INGGRIS,Sarjana,75,643,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211041,SASTRA DAERAH UNTUK SASTRA BATAK,Sarjana,32,30,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211042,SASTRA ARAB,Sarjana,43,91,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211043,ETNO MUSIKOLOGI,Sarjana,32,47,Etnomusikologi
1121,UNIVERSITAS SUMATERA UTARA,11211044,SASTRA JEPANG,Sarjana,16,234,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211045,ILMU PERPUSTAKAAN,Sarjana,32,339,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211046,SASTRA CINA,Sarjana,16,81,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211047,ILMU ADMINISTRASI NIAGA/BISNIS,Sarjana,38,1304,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211048,PSIKOLOGI,Sarjana,80,2037,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11211049,KEWIRAUSAHAAN,Sarjana,19,451,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11212064,PERBANKAN DAN KEUANGAN,Sarjana Terapan,40,3287,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11212065,ADMINISTRASI PERKANTORAN DIGITAL,Sarjana Terapan,32,1624,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11212066,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,44,,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11212067,STATISTIKA,Sarjana Terapan,40,1079,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11212068,KIMIA TERAPAN,Sarjana Terapan,32,333,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11212069,MANAJEMEN BISNIS PARIWISATA,Sarjana Terapan,40,1501,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11212070,TEKNOLOGI REKAYASA INSTRUMENTASI,Sarjana Terapan,40,,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11213050,METROLOGI DAN INSTRUMENTASI,Diploma Tiga,34,388,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11213054,ADMINISTRASI PERPAJAKAN,Diploma Tiga,40,4284,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11213056,BAHASA JEPANG,Diploma Tiga,20,397,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11213058,ANALIS FARMASI DAN MAKANAN,Diploma Tiga,24,2912,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11213059,BAHASA INGGRIS,Diploma Tiga,40,1078,Tidak Ada
1121,UNIVERSITAS SUMATERA UTARA,11213060,TEKNIK INFORMATIKA,Diploma Tiga,40,3485,Tidak Ada
1122,UNIVERSITAS NEGERI MEDAN,11221001,PENDIDIKAN MATEMATIKA,Sarjana,126,517,Tidak Ada
1122,UNIVERSITAS NEGERI MEDAN,11221002,PENDIDIKAN BIOLOGI,Sarjana,138,493,Tidak Ada
