kode,nama,kab_kota,provinsi_1,provinsi_2,link_profil
2432,POLITEKNIK MANUFAKTUR BANDUNG,Kota Bandung,Jawa Barat,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=432
2433,POLITEKNIK NEGERI INDRAMAYU,Kabupaten Indramayu,Jawa Barat,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=433
2434,POLITEKNIK NEGERI SUBANG,Kabupaten Subang,Jawa Barat,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=434
2452,POLITEKNIK NEGERI SEMARANG,Kota Semarang,Jawa Tengah,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=452
2453,POLITEKNIK NEGERI CILACAP,Kabupaten Cilacap,Jawa Tengah,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=453
2454,POLITEKNIK MARITIM NEGERI INDONESIA,Kota Semarang,Jawa Tengah,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=454
2471,POLITEKNIK NEGERI BANYUWANGI,Kabupaten Banyuwangi,Jawa Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=471
2472,POLITEKNIK NEGERI JEMBER,Kabupate Jember,Jawa Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=472
2473,POLITEKNIK NEGERI MADIUN,Kota Madiun,Jawa Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=473
2474,POLITEKNIK NEGERI MALANG,Kota Malang,Jawa Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=474
2481,POLITEKNIK PERKAPALAN NEGERI SURABAYA,Kota Surabaya,Jawa Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=481
2482,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),Kota Surabaya,Jawa Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=482
2483,POLITEKNIK NEGERI MADURA,Kabupaten Sampang,Jawa Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=483
2515,POLITEKNIK NEGERI PONTIANAK,Kota Pontianak,Kalimantan Barat,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=515
2516,POLITEKNIK NEGERI KETAPANG,Kabupaten Ketapang,Kalimantan Barat,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=516
2517,POLITEKNIK NEGERI SAMBAS,Kabupaten Sambas,Kalimantan Barat,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=517
2536,POLITEKNIK NEGERI BANJARMASIN,Kota Banjarmasin,Kalimantan Selatan,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=536
2537,POLITEKNIK NEGERI TANAH LAUT,Kabupaten Tanah Laut,Kalimantan Selatan,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=537
2552,POLITEKNIK NEGERI NUNUKAN,Kabupaten Nunukan,Kalimantan Utara,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=552
2561,POLITEKNIK PERTANIAN NEGERI SAMARINDA,Kota Samarinda,Kalimantan Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=561
2562,POLITEKNIK NEGERI SAMARINDA,Kota Samarinda,Kalimantan Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=562
2563,POLITEKNIK NEGERI BALIKPAPAN,Kota Balikpapan,Kalimantan Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=563
2617,POLITEKNIK NEGERI BALI,Kabupaten Badung,Bali,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=617
2641,POLITEKNIK NEGERI KUPANG,Kota Kupang,Nusa Tenggara Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=641
2642,POLITEKNIK PERTANIAN NEGERI KUPANG,Kota Kupang,Nusa Tenggara Timur,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=642
2716,POLITEKNIK NEGERI UJUNG PANDANG,Kota Makassar,Sulawesi Selatan,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=716
2717,POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,Kabupaten Pangkaje,Sulawesi Selatan,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=717
2727,POLITEKNIK NEGERI MANADO,Kota Manado,Sulawesi Utara,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=727
2728,POLITEKNIK NEGERI NUSA UTARA,Kabupaten Kepulauan Sangihe,Sulawesi Utara,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=728
2831,POLITEKNIK NEGERI AMBON,Kota Ambon,Maluku,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=831
2832,POLITEKNIK PERIKANAN NEGERI TUAL,Kabupaten Maluku Tenggara,Maluku,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=832
2931,POLITEKNIK NEGERI FAKFAK,Kabupaten Fak-Fak,Papua Barat,,https://sidatagrun-public-1076756628210.asia-southeast2.run.app/ptn_sb.php?ptn=931
